Gene1,Gene2,Read counts,In iPRINT_A,In iPRINT_B,In iPRINT_C,Read count_iPRINT_A,Read count_iPRINT_B,Read count_iPRINT_C
SLC14A2,SKA1,24,1,1,0,7,17,0
DGKB,ADAT1,191,1,1,1,3,187,1
CRTAM,CAMK1D,22,0,1,0,0,22,0
SPAST,CLSPN,17,0,1,1,0,11,6
ZNF587B,SLC19A3,23,1,1,0,1,22,0
INMT,ALDH6A1,15,0,1,0,0,15,0
C1RL,AP4S1,15,0,0,1,0,0,15
MYO5A,ARID3A,45,1,0,0,45,0,0
NPHP3,GOSR1,14,1,0,0,14,0,0
ZNF667,IRF1,52,0,0,1,0,0,52
PPP1R3B,PLEKHG3,69,0,0,1,0,0,69
NXN,CD84,50,1,0,1,9,0,41
MED18,DNAJC21,18,0,1,1,0,15,3
SOAT1,APOLD1,13,1,0,0,13,0,0
ZNF346,LURAP1,14,1,0,0,14,0,0
RRP15,IRF1,14,1,0,1,2,0,12
ZC3HAV1L,XPNPEP3,19,1,1,0,15,4,0
TCTN1,PATE2,27,1,1,1,6,16,5
TANGO2,PIDD1,95,0,0,1,0,0,95
SCN1B,MEGF11,24,0,1,1,0,23,1
SPIB,GALNT15,33,1,0,0,33,0,0
KIAA1257,GPR82,17,1,1,0,16,1,0
ZSCAN5A,ENTPD1,101,1,1,1,10,16,75
ZSCAN20,TP53RK,50,1,1,1,24,18,8
TAF8,HMGB1,25,1,0,1,13,0,12
CA12,BACE2,20,0,0,1,0,0,20
NME9,ABL2,49,1,0,0,49,0,0
SLC35E3,EIF4E,26,0,1,1,0,25,1
SHROOM1,GGCX,17,1,1,0,9,8,0
GTPBP6,DBF4B,22,1,1,1,2,1,19
ZNF347,PNPT1,21,1,1,0,17,4,0
LYZ,CDHR3,22,1,1,0,9,13,0
AFAP1L1,ADIPOQ,22,0,1,0,0,22,0
FAM234B,CECR2,19,1,0,0,19,0,0
NDUFV3,ITSN2,13,1,1,0,1,12,0
SGK3,BIVM,41,1,0,1,28,0,13
SLC8A1,RPS6KA3,26,0,0,1,0,0,26
ZNF620,CEP70,42,0,0,1,0,0,42
ZBTB8A,FOXL2NB,16,1,1,0,10,6,0
TRPC1,FUT10,17,0,1,0,0,17,0
ZNF461,KCNJ5,16,1,0,1,14,0,2
METTL6,GATD1,50,0,1,1,0,23,26
SIRPB2,NLRP3,23,1,0,0,23,0,0
NLN,AXL,25,1,1,0,24,1,0
TPRKB,MAPKAPK5,52,0,1,0,0,52,0
GNPNAT1,DUSP19,37,1,0,0,37,0,0
P4HA2,AK5,15,0,1,1,0,2,13
SCAI,IRAK4,69,1,0,0,69,0,0
SP2,LIN28A,20,0,0,1,0,0,20
WSB2,KIAA1755,28,1,1,0,23,5,0
ZNF133,YJU2,59,0,1,0,0,59,0
UBA1,CNNM3,19,1,1,0,13,6,0
ZNF343,PIK3CD,17,0,0,1,0,0,17
ODF2L,C3orf35,74,1,1,1,35,27,12
VPS50,SERPINB9,16,1,1,1,4,11,1
KIF3A,AFAP1L1,14,0,1,0,0,14,0
VSTM4,MREG,19,1,1,1,2,16,1
MCTS1,CEP104,13,1,1,1,5,2,6
VSTM2A,GVQW3,13,1,0,0,13,0,0
STX11,CEP97,48,1,1,0,47,1,0
MPHOSPH8,ADAT1,31,1,0,0,31,0,0
IQCC,ADAT2,18,0,1,0,0,18,0
CMC1,ACER3,34,1,1,0,15,19,0
OPA3,CAMK4,20,0,0,1,0,0,20
PTPRC,GPR135,19,1,0,0,19,0,0
STK32A,PLEKHA7,132,1,1,0,1,131,0
TRMT2B,LARGE1,14,1,1,0,6,8,0
LDLR,ARMC9,14,0,1,0,0,14,0
PNPT1,APOL2,60,1,0,0,60,0,0
ZNF250,PLEKHM3,18,1,0,1,17,0,1
ZNF283,ARHGAP26,102,1,0,0,102,0,0
STOM,IMMP2L,33,1,0,0,33,0,0
LOC107984876,EXD1,26,1,1,0,20,6,0
FAM126B,ACTR3C,28,1,1,1,4,21,3
PDP2,DENND6A,164,1,1,1,114,3,47
DCX,CCDC120,61,0,1,0,0,61,0
ZBTB8A,LIAS,29,0,0,1,0,0,29
PDK3,CLSPN,23,0,1,1,0,1,22
VSTM4,SHOX,23,1,1,0,17,6,0
STK4,FBXO44,36,1,0,0,36,0,0
ZNF124,AKIRIN1,16,1,0,0,16,0,0
SERAC1,NECTIN4,29,1,0,0,29,0,0
PLEKHM3,ACER3,44,1,0,1,43,0,1
SLC38A1,METTL22,14,0,1,0,0,14,0
GAS7,BDH1,84,1,0,0,84,0,0
PRND,FAXC,14,1,1,0,8,6,0
HDGFL3,DAPP1,15,0,0,1,0,0,15
MGAT4A,KCNAB1,15,0,0,1,0,0,15
VHL,MCFD2,75,1,0,0,75,0,0
RAB3IP,CLSPN,57,1,1,0,56,1,0
IGSF23,C19orf47,57,1,1,1,26,15,16
TRIM13,NUDT9,23,0,0,1,0,0,23
RANBP3L,BHMT2,14,1,0,0,14,0,0
UGGT1,CHMP1B,19,1,1,0,9,10,0
FAM180A,DNPEP,53,0,1,0,0,53,0
MTX3,HMGB1,27,0,1,0,0,27,0
UROS,PPM1K,24,1,0,0,24,0,0
MAVS,HIP1,17,1,1,0,14,3,0
DFFB,CEP78,24,1,1,0,1,23,0
SLCO1A2,P4HA2,15,1,1,1,13,1,1
APOBEC3D,ANKRD60,14,0,1,0,0,14,0
SLC35F6,LGMN,16,1,0,0,16,0,0
PDP2,LOC107984974,13,0,1,0,0,13,0
TMOD2,SP4,15,1,0,0,15,0,0
ITPRIPL2,DGKH,31,0,1,0,0,31,0
PUS7L,NOL8,26,0,1,0,0,26,0
FMO5,CACUL1,25,1,0,0,25,0,0
TRMT10B,SMCR8,25,1,0,1,2,0,23
SMG1,HEATR3,20,0,1,0,0,20,0
ZNF461,ATF6,15,1,1,1,1,1,13
METTL8,GDPD1,18,1,1,1,5,11,2
OGDH,EMC1,13,0,1,0,0,13,0
STYX,ADAT1,42,1,1,1,1,6,35
GJC1,C22orf34,27,1,1,0,14,13,0
SCAF11,NRIP3,13,1,0,0,13,0,0
PLEKHA5,DPP9,23,1,0,0,23,0,0
ST18,MRO,13,0,1,0,0,13,0
ZFP42,FAM71F2,13,0,1,0,0,13,0
VPS53,DPP9,118,1,1,1,62,55,1
LOC107986810,GSTO2,13,1,1,1,10,2,1
TSPAN31,COLCA1,24,1,0,0,24,0,0
KIAA1841,FUT1,15,0,1,0,0,15,0
ZNF492,PHGDH,13,0,0,1,0,0,13
PDP2,LPCAT2,27,0,0,1,0,0,27
SERPINB12,SCNM1,29,0,0,1,0,0,29
PLCXD1,METTL22,15,1,1,1,2,12,1
PCDHA9,CBFA2T2,14,0,1,0,0,14,0
IKZF3,DBF4B,130,1,1,1,92,5,33
XPNPEP3,SPPL2A,39,1,0,0,39,0,0
YPEL1,EPHA6,32,0,0,1,0,0,32
CTSB,CASP10,134,0,0,1,0,0,134
ZNF444,DEPTOR,16,0,1,0,0,16,0
ELP3,ADRB1,30,1,0,0,30,0,0
METTL22,FBXL20,17,1,0,0,17,0,0
ZNF454,ECT2,80,0,1,1,0,43,36
TRMT9B,PCDH11X,32,1,0,1,7,0,24
XRCC2,ABCC9,118,1,0,1,76,0,29
LYZ,ASB8,22,1,0,1,21,0,1
INMT,FANCA,43,1,1,0,42,1,0
ZHX3,ECE1,48,1,0,0,48,0,0
ZNF37A,TBC1D7,17,1,0,1,2,0,15
ZFP64,SLIT3,25,0,0,1,0,0,25
TYW1B,LOC100287036,27,1,1,1,14,11,2
MLXIP,ATP2A1,75,1,0,0,75,0,0
SYNE2,FUT3,20,0,1,0,0,20,0
STX11,SAR1B,21,1,0,0,21,0,0
GAS7,APOL2,55,1,0,0,55,0,0
TANC2,RBBP5,32,1,0,0,32,0,0
UEVLD,APAF1,15,0,0,1,0,0,15
ZNF141,GDF5,13,1,0,0,13,0,0
PGPEP1,MYO9B,28,0,0,1,0,0,28
KIAA0355,IFNLR1,14,1,0,1,6,0,8
IBA57,C20orf196,16,0,1,0,0,16,0
C2orf83,AP3M1,17,1,0,0,17,0,0
PACS2,NAV1,127,0,0,1,0,0,127
TBX18,ERVW-1,31,1,1,1,5,9,17
PLCXD1,CATSPERD,19,1,0,0,19,0,0
ITGAL,ADAMTSL2,15,1,0,0,15,0,0
STK17B,CDC27,44,0,0,1,0,0,44
APOL3,ANKLE1,14,1,0,0,14,0,0
LOC107986794,DTWD1,13,1,0,0,13,0,0
SLC43A2,MPI,41,1,0,1,2,0,39
GALNT15,CD96,37,1,0,0,37,0,0
SMIM17,NRXN3,13,1,0,1,1,0,12
JAKMIP3,DPYSL4,24,1,1,0,1,23,0
C8orf37,AKAP9,20,0,1,0,0,20,0
RPS6KA3,ERLIN2,27,0,0,1,0,0,27
USP54,TMEM192,28,1,0,0,28,0,0
PKD2,ADAR,22,1,0,0,22,0,0
MTRF1L,MTR,46,1,0,0,46,0,0
TOR1AIP2,SLC25A32,60,0,1,0,0,59,0
ZMAT3,CNTN1,34,1,0,0,34,0,0
ZC3H12D,CC2D2A,13,1,0,0,13,0,0
ZFP42,PDSS2,18,1,0,0,18,0,0
SLC35E3,PAG1,24,1,1,0,23,1,0
ZNF273,HMGB1,16,1,0,0,16,0,0
MAST3,HSPA14,22,0,0,1,0,0,22
PATJ,FAM117A,13,1,1,0,10,3,0
GLIPR1L2,ABI2,19,0,0,1,0,0,19
IFNLR1,FAM213A,19,1,0,0,19,0,0
HIF3A,CHM,18,0,1,0,0,18,0
NUP43,MRO,21,0,0,1,0,0,21
CTDSP2,AP5Z1,27,1,1,0,1,26,0
ZNF333,PPP1R3B,45,1,0,1,42,0,3
MBP,ADAL,31,0,0,1,0,0,31
RBMS2,EIF5A2,33,1,0,1,32,0,1
ZNF554,SMYD3,22,0,0,1,0,0,22
LIX1L,FXN,18,1,0,1,5,0,13
SLC7A14,CUL9,23,1,0,0,23,0,0
STT3B,R3HDM2,16,0,0,1,0,0,16
SFXN1,PPAN,28,0,1,0,0,28,0
ZC3H12B,SLC35A3,77,0,0,1,0,0,77
UBA1,NR2C1,41,0,1,1,0,40,1
ST3GAL1,FAM210A,28,1,0,0,28,0,0
UBAP1L,IRAK4,50,1,1,1,48,1,1
MOB3A,MIGA1,26,1,0,0,26,0,0
HP1BP3,AKIP1,90,1,0,1,1,0,89
TERF1,NME9,57,1,1,0,56,1,0
PSMD12,PEAK1,119,0,0,1,0,0,119
DNAJC3,DGKH,49,1,0,0,49,0,0
PEA15,FAM98C,15,1,0,0,15,0,0
POGZ,EPPIN,17,0,1,0,0,17,0
ARHGAP1,ACOT9,13,1,0,1,12,0,1
SCAF11,KCTD20,66,0,1,0,0,66,0
RARS2,PRELID2,54,1,0,0,54,0,0
SCNM1,NLRC3,18,1,0,0,18,0,0
TRIP11,NLRP12,13,1,1,0,12,1,0
MPV17L,DGKH,13,0,0,1,0,0,13
SLC24A4,MYO6,81,0,0,1,0,0,81
XPNPEP3,GAS2L3,21,1,0,0,21,0,0
LRCH3,ECE1,58,0,0,1,0,0,58
MDM4,CAMKK2,14,0,1,0,0,14,0
MINDY2,KIAA0355,22,0,1,1,0,1,21
RPS29,EXPH5,18,0,1,1,0,1,17
ZSCAN25,KPNA5,18,1,0,0,18,0,0
MMAB,KIF18B,21,1,0,0,21,0,0
SUGP2,LOC107984751,24,1,0,0,24,0,0
PDE6A,LRP11,22,1,0,0,22,0,0
TMEM131L,MEFV,21,1,0,0,21,0,0
SYNRG,SRSF8,13,0,1,1,0,1,12
SLC11A2,CENPN,17,1,0,1,16,0,1
ZNF655,ASAP3,66,1,1,0,65,1,0
HYKK,GFRA1,37,0,1,1,0,3,34
FCAR,FAXDC2,23,1,0,0,23,0,0
TRAF3IP2,PYGO1,18,1,1,0,17,1,0
TMEM41A,ENTPD1,14,1,0,0,14,0,0
GOLGA3,CD96,29,1,1,1,3,25,1
SLC26A5,GREB1,51,1,1,1,32,17,2
ZAP70,ACBD5,35,1,0,0,35,0,0
YWHAZ,SLC24A1,22,1,0,0,22,0,0
SDHB,PRKN,20,0,1,0,0,20,0
SLC6A4,C1QTNF6,20,1,1,0,19,1,0
PDP2,CTSC,55,0,1,0,0,55,0
PLEKHA2,AK3,300,1,1,0,28,272,0
TCTN2,RHOBTB2,14,1,0,0,14,0,0
SLC5A5,MRPL10,13,1,0,0,13,0,0
SFTPB,SCML4,39,1,0,0,39,0,0
KCND3,AP3M1,23,0,0,1,0,0,23
FAM161A,AK1,14,1,0,0,14,0,0
EXD1,CNNM3,63,1,0,1,32,0,31
DDHD1,ABL2,53,1,1,1,36,3,14
TCP11L1,ARIH2,117,1,1,1,89,6,22
REL,LRRC74B,23,0,0,1,0,0,23
SPDYE2B,DPH5,27,1,1,1,10,1,16
SLC37A2,CRX,19,1,0,1,2,0,17
SLC24A4,PNMA2,20,1,0,0,20,0,0
NF2,CSAD,108,1,1,0,107,1,0
ZSCAN25,TRPV1,13,0,0,1,0,0,13
RNLS,NRG4,15,1,0,1,14,0,1
HAUS5,GALNT6,51,0,0,1,0,0,51
SGCE,FAM227A,30,1,0,0,30,0,0
GEMIN8,ENTPD4,71,0,1,0,0,71,0
ZNF789,TM7SF3,13,0,1,0,0,13,0
PDSS2,FAXC,40,0,1,0,0,40,0
LRPAP1,KPNA6,26,1,1,0,25,1,0
TRIM58,ASPA,15,1,0,1,2,0,13
SCNM1,LDLR,40,1,0,0,40,0,0
ZNF37A,MYLK3,15,0,1,1,0,12,3
MPRIP,AASS,16,1,0,0,16,0,0
ZNF596,HIF3A,29,0,1,0,0,29,0
ZNF454,CEBPZOS,45,1,1,0,44,1,0
ZNF454,BANP,16,1,1,0,4,12,0
MTSS1,CGGBP1,22,0,0,1,0,0,22
P4HA2,BLOC1S6,16,1,0,1,1,0,15
KLHL32,HACD2,17,1,1,0,13,4,0
TADA2B,SUPT7L,23,0,0,1,0,0,23
SPATA5,KLHL24,39,0,0,1,0,0,39
MTFMT,DCAF10,50,1,0,1,33,0,17
TRPC1,DENND4A,16,1,0,0,16,0,0
FOXK1,AK3,17,0,1,1,0,8,8
TARS2,RDH13,13,1,0,1,1,0,12
ZKSCAN8,ANAPC15,15,0,0,1,0,0,15
ZNF519,OSGEPL1,19,1,1,1,17,1,1
XRCC1,KLK4,16,0,1,0,0,16,0
RBM7,AP1S3,13,1,0,0,13,0,0
LDLR,HOGA1,23,0,0,1,0,0,23
L2HGDH,ATF1,254,1,1,1,87,128,39
NOL9,LYRM7,22,1,1,1,13,7,2
LYPD4,CC2D2A,21,0,0,1,0,0,21
TANGO2,AGAP1,19,1,0,0,19,0,0
ZNF793,GMEB1,27,1,0,0,27,0,0
EIF2S3B,CXorf56,13,1,0,0,13,0,0
CYB5R3,AK3,149,1,1,1,71,30,48
CCDC163,ABCA5,15,1,0,0,15,0,0
SIGLEC6,ASPH,48,0,0,1,0,0,48
UBAP1L,PRKAA1,38,1,0,0,38,0,0
PLPP4,KIAA1324,64,0,1,0,0,64,0
ZNF529,C21orf62,76,1,1,0,74,2,0
NFAM1,GOLGA2,22,1,1,0,20,2,0
SRR,PDE6B,58,1,1,1,2,55,1
ZNF286A,PARD6B,13,1,1,1,1,1,11
OGFRL1,CCDC92B,48,1,1,1,7,40,1
L2HGDH,DMAC2L,37,0,1,0,0,37,0
MCTS1,FOXK1,34,1,1,1,8,20,6
TTC3,AKAP9,118,1,0,0,118,0,0
SLCO1C1,GTF2H2,18,0,0,1,0,0,18
PHLDA1,CSAD,16,0,0,1,0,0,16
PHC3,PDLIM5,13,1,1,0,3,10,0
SLC25A32,HIP1,20,1,1,0,19,1,0
TATDN3,IGHMBP2,19,1,0,0,19,0,0
RBMS2,PQLC2,121,1,1,1,1,42,78
VHL,SLC7A5,17,0,1,0,0,17,0
HDAC9,GLIPR1L2,17,0,1,1,0,5,12
SLC41A2,FAM71F2,15,0,0,1,0,0,15
NT5DC3,KIF18B,18,0,1,1,0,1,17
PHF20,PGAM5,13,0,0,1,0,0,13
SNX22,OBSCN,86,0,1,0,0,86,0
SV2B,FAM71F2,137,1,1,1,59,77,1
RAB3B,LIMS1,37,1,1,0,23,14,0
GTF2E1,FXN,13,1,1,1,1,9,3
FBLIM1,CEP104,14,1,1,1,8,5,1
URB1,SLC4A8,17,0,0,1,0,0,17
RHBG,MMS19,34,1,1,0,1,33,0
WDR59,PHACTR4,15,1,1,1,7,6,2
STON1,CCDC142,14,0,1,0,0,14,0
PDPR,GRM6,29,1,0,1,1,0,28
GPRIN3,ADAT1,43,1,0,0,43,0,0
ZNF727,GTF2H3,33,1,0,0,33,0,0
ORAI2,MC2R,22,0,1,0,0,22,0
SYNJ1,SLC13A1,14,0,0,1,0,0,14
FNIP2,ASMT,17,1,1,1,8,1,8
UBE2G2,PSTPIP2,49,1,1,0,47,2,0
KLRD1,GAS2L3,30,1,0,0,30,0,0
TBC1D15,CLSPN,18,1,0,1,11,0,7
ZSCAN29,LIN28A,18,0,1,0,0,18,0
RFC3,MPZL3,16,0,0,1,0,0,16
UBE3D,RSPH10B2,13,1,0,0,13,0,0
EXD1,APPL2,18,1,0,0,18,0,0
UBE2D4,NT5DC3,13,0,0,1,0,0,13
DIS3L,ALDH6A1,80,0,1,0,0,79,0
UBAP1L,EPB41,62,1,1,1,38,11,13
ZNF397,FBXL7,30,0,0,1,0,0,30
FLCN,ATAD1,18,1,1,0,7,11,0
PDE4C,CCR6,18,1,1,1,1,1,16
TAPBP,SUV39H2,15,0,0,1,0,0,15
OPRM1,KCNJ5,14,0,1,0,0,14,0
SLC12A6,ABL2,13,0,1,1,0,1,12
ZNF426,LOC100996716,20,1,1,0,17,3,0
SPATA5,G6PC,25,0,1,0,0,25,0
LOC102723623,FHIT,14,0,1,0,0,14,0
SMYD5,PPARA,19,1,0,0,19,0,0
TNFRSF10B,RHOBTB2,25,1,0,0,25,0,0
ZNF273,SLC30A6,46,1,0,0,46,0,0
NANOS1,EPB41,13,0,0,1,0,0,13
ZNF483,CYB5R3,14,0,1,1,0,8,6
FAM168B,ARSK,38,0,0,1,0,0,38
TLCD2,TBX19,15,1,0,0,15,0,0
ZNF426,MAPK8IP2,34,1,0,0,34,0,0
ZNF407,PDE4C,39,0,0,1,0,0,39
NLRP8,MPIG6B,34,0,0,1,0,0,34
PIGL,MILR1,21,1,1,0,20,1,0
MR1,ENTPD1,25,0,1,0,0,25,0
LOC100652901,FAAH2,49,0,1,1,0,43,3
ZNF589,TNFAIP8L1,24,0,0,1,0,0,24
TTC26,GANAB,23,0,1,0,0,23,0
MTF1,KYAT1,13,1,0,1,7,0,6
STX16,EXPH5,101,1,1,1,98,2,1
TMEM200B,KIAA0319L,36,0,0,1,0,0,36
ZNF674,FBXO48,14,1,0,0,14,0,0
OSMR,CASTOR3,18,0,0,1,0,0,18
TMIGD2,TMEM41B,18,1,0,0,18,0,0
C16orf86,ADAL,51,1,0,0,51,0,0
SPAST,LARS2,14,1,0,0,14,0,0
TFDP2,ITGA8,44,1,1,0,43,1,0
NMNAT1,MDM4,23,0,1,1,0,1,21
TP53BP1,PDP2,16,1,0,0,16,0,0
TMEM19,LRRC2,14,1,0,0,14,0,0
LIN28A,CCDC57,19,1,0,1,1,0,18
ZNF490,TMEM131L,24,1,0,1,13,0,11
TNRC6B,ACAP2,13,1,0,0,13,0,0
RAB27A,AK3,25,1,1,1,2,12,11
MPP7,LOC112268395,18,0,1,0,0,18,0
RAB5B,MAP3K9,15,1,0,0,15,0,0
CCSER2,C17orf75,14,1,1,1,5,8,1
FGF11,AIPL1,28,1,0,0,28,0,0
FAM129C,COX11,13,1,1,0,12,1,0
SHCBP1,PPIL2,22,1,0,0,22,0,0
SERPINA10,CLCC1,17,1,1,0,2,15,0
GLB1L,DCPS,16,1,0,0,16,0,0
SAMD8,NARF,33,0,0,1,0,0,33
CD82,ACER3,25,1,0,0,25,0,0
TXK,NOP14,37,1,0,1,3,0,34
FNIP2,EPPIN,531,1,1,1,261,192,78
TAF8,CDHR3,106,0,1,1,0,10,96
NF2,HS6ST3,15,0,0,1,0,0,15
ZAP70,CCDC81,139,1,1,1,33,52,54
SPRED1,PXMP4,25,0,0,1,0,0,25
PTPDC1,CYCS,23,1,1,1,6,13,4
METTL8,IL1RAP,22,1,1,0,21,1,0
EXPH5,BORCS5,16,0,0,1,0,0,16
TRAM2,FCF1,16,1,0,0,16,0,0
ZNF347,EMP2,26,1,1,1,2,23,1
TOR1AIP2,MCTS1,33,1,0,1,26,0,7
UBAP1L,SHROOM1,19,1,0,1,18,0,1
TRIM16L,NRIP3,13,1,1,1,4,4,5
ZNF426,APPL1,29,1,1,1,3,23,3
CCDC142,ARMC9,17,1,1,1,5,2,10
GPLD1,C12orf49,21,1,0,0,21,0,0
POGZ,KCNN3,18,1,1,0,3,15,0
SPATA5,GANAB,19,0,1,0,0,19,0
NEDD4L,ICE2,116,1,0,0,116,0,0
STAC2,DGKB,117,1,1,0,116,1,0
PPA2,NOS1,26,1,1,0,25,1,0
TUBD1,GOLGA6L6,13,1,0,0,13,0,0
ZNF554,TRIM58,15,1,1,0,7,8,0
KIF18B,GCLM,39,0,0,1,0,0,39
USP36,COX18,13,1,0,0,13,0,0
USF3,RNLS,18,1,0,0,18,0,0
TMEM212,SPHKAP,17,1,0,0,17,0,0
EPB41,ACP6,112,1,1,1,56,35,21
TFDP2,SETBP1,82,1,0,1,1,0,81
PACS2,LOC100289561,55,0,0,1,0,0,55
TTC3,BTN3A2,23,1,0,1,1,0,22
DENND6B,ARPP21,45,0,1,1,0,43,2
ICA1L,HMGB1,22,1,1,0,21,1,0
NABP2,MTF1,26,0,0,1,0,0,26
PRPF40A,CEP44,26,0,0,1,0,0,26
ZC3H12B,IBA57,37,1,1,1,1,18,18
PRPF18,FNIP2,40,1,1,1,17,14,9
MIPOL1,IRAK4,78,0,0,1,0,0,78
ZBTB37,GPATCH8,26,1,0,1,1,0,25
TPMT,RNF216,24,0,0,1,0,0,24
SCRN3,RBMS2,23,1,1,0,22,1,0
RNF7,PSMB2,22,0,0,1,0,0,22
SLC35A3,PTPN14,15,1,0,0,15,0,0
TCP11L1,ADRA1A,108,0,1,0,0,107,0
TOR1AIP1,CCDC92B,16,1,0,0,16,0,0
UNKL,PDZD7,41,1,0,0,41,0,0
ZNF589,GCNT1,21,1,1,1,10,8,3
LRPAP1,ARSA,14,1,0,0,14,0,0
DBT,ACER3,104,1,1,0,1,103,0
KIF6,GTF2H3,19,1,0,0,19,0,0
RARS2,FBXL14,66,1,0,0,66,0,0
MTMR12,FGFR1,57,1,0,0,57,0,0
TNFAIP8,TMEM59,25,1,1,0,24,1,0
CYP20A1,ARIH2,41,1,1,1,19,20,2
SYNPO2,MPRIP,40,1,0,0,40,0,0
ZNF519,EOGT,59,1,1,1,23,22,14
PARD6B,NCBP1,30,0,0,1,0,0,30
SIRT7,IFNLR1,39,0,0,1,0,0,39
ZNF43,HDGFL3,33,0,0,1,0,0,33
ZNF454,APOBEC3A,24,1,1,0,23,1,0
NUS1,IGDCC4,14,1,0,0,14,0,0
P4HA2,DDHD1,26,0,1,1,0,5,21
IAPP,CNNM3,13,0,0,1,0,0,13
RABGAP1L,CASC4,25,0,0,1,0,0,25
SREBF1,RAI1,20,1,1,1,6,7,7
UBOX5,TRIM66,84,1,0,1,1,0,83
GREB1,APOL6,79,1,1,0,73,6,0
PPP2R1B,FRK,44,1,1,1,26,13,5
LOC101930307,CCM2,94,0,1,0,0,94,0
SMIM25,SMIM12,34,1,0,0,34,0,0
LYZ,GDAP2,21,1,0,0,21,0,0
ZNF34,RIPPLY3,16,0,1,1,0,1,15
TXLNG,SRR,30,0,1,1,0,24,6
UBE2V1,SERPINB9,29,1,1,1,7,7,15
ORAI2,METTL22,16,1,1,0,13,2,0
IL15,BRIP1,15,1,0,1,10,0,5
TLR6,SLC5A5,58,1,1,0,57,1,0
NOL9,IDS,13,1,0,1,8,0,5
ZFP82,RNF170,62,1,0,0,62,0,0
ZNF549,KCTD20,16,0,0,1,0,0,16
SIDT1,CC2D1B,29,1,0,0,29,0,0
EVI5,CHP1,14,0,1,0,0,14,0
ZFP64,HIGD1A,25,0,0,1,0,0,25
ZNF333,GREB1,94,1,0,0,94,0,0
SPRED1,ALDH1L2,18,1,0,0,18,0,0
PRKCI,ELF2,27,0,1,0,0,27,0
SPTBN2,FGF5,18,1,0,0,18,0,0
HSPA1L,APOBEC3D,46,0,1,0,0,46,0
TMEM170B,TMEM159,25,0,0,1,0,0,25
SMCO2,PRPF4,17,1,0,0,17,0,0
SH2B3,ERRFI1,27,1,1,0,1,26,0
RUNDC1,ANKRD26,19,1,1,0,11,8,0
ZNF699,NEK8,16,0,1,0,0,16,0
LGMN,ERN1,13,1,0,0,13,0,0
VPS53,RNF222,34,1,1,1,31,2,1
PCSK5,MAGEA10,22,1,0,0,22,0,0
UBA1,RNF41,15,1,1,0,2,13,0
P2RY2,EXOC3L2,26,0,1,0,0,26,0
OGFRL1,C21orf62,30,1,0,0,30,0,0
ZNF534,SLC25A34,52,0,1,0,0,52,0
TAF8,BRWD3,29,1,0,0,29,0,0
SMYD3,BTN3A2,15,0,1,0,0,15,0
NABP2,BRIP1,16,1,0,0,16,0,0
PTPN2,ORAI2,40,1,1,0,1,39,0
RAB11FIP4,METTL21A,75,0,0,1,0,0,75
TMEM168,SHCBP1,19,1,1,0,18,1,0
JAK3,FCF1,17,0,1,0,0,17,0
ATRNL1,ACADSB,153,1,1,1,74,30,49
PRKAG2,GLTP,21,1,1,0,2,19,0
SPDYE2B,ECHDC2,26,0,1,0,0,26,0
ZNF124,MPHOSPH8,26,0,1,1,0,1,25
STAC2,HTR3B,14,1,1,0,5,9,0
ZNF430,IPO9,14,1,1,0,1,13,0
ZMAT3,ARCN1,108,0,1,0,0,108,0
RHBG,MAPKAPK5,30,1,0,1,21,0,9
POMT1,LPIN3,20,0,0,1,0,0,20
GATD1,GAS2L3,24,1,1,0,16,7,0
DNPEP,ALG9,63,0,0,1,0,0,63
FBLIM1,AMN1,15,1,1,0,3,11,0
RIPPLY3,PAICS,15,1,0,0,15,0,0
BMPR1A,ALDH6A1,22,0,1,0,0,22,0
PDE6A,EMP2,23,1,1,1,3,2,18
ZNF747,DDX52,25,1,0,0,25,0,0
TAF8,CD8B2,27,0,1,1,0,9,18
TMEM56,GNG4,18,0,0,1,0,0,18
MYO5C,CYB5D1,17,1,0,0,17,0,0
SERPINB9,COA7,24,1,1,0,20,4,0
RNF14,IVD,62,1,0,1,54,0,8
C14orf132,ANKS4B,14,1,0,0,14,0,0
ZNF283,ANGEL2,97,1,1,1,23,3,71
XPR1,OTUD6A,15,1,0,1,1,0,14
SMIM14,DZANK1,82,1,1,0,3,79,0
LYPD4,LRCH3,68,1,1,1,48,2,18
SPAST,PRPF40B,38,1,1,0,37,1,0
TRAF3IP1,BORCS7,20,1,0,0,20,0,0
SYT14,CCNT2,16,0,0,1,0,0,16
TRIM4,CCDC144A,70,1,1,1,58,8,4
FBXL20,ANKRD12,44,1,1,1,14,10,20
FANCD2OS,C6orf89,13,1,0,0,13,0,0
CPPED1,ALPK1,17,1,0,1,1,0,16
FANCD2,CREB1,17,1,0,0,17,0,0
TMPRSS5,MIPOL1,14,0,0,1,0,0,14
TIE1,GOSR1,16,1,0,0,16,0,0
NDUFAF7,CEBPZ,29,1,0,0,29,0,0
RIMKLA,GABRG3,16,1,0,0,16,0,0
FAS,ELMOD2,175,1,1,1,96,37,42
OGFOD1,BHMT2,19,0,0,1,0,0,19
NT5C2,CCDC142,24,0,0,1,0,0,24
NLRP12,HEATR4,35,0,1,0,0,35,0
USF3,OPA3,15,0,0,1,0,0,15
ZNF544,CHP1,19,0,0,1,0,0,19
POU5F1,ABL2,30,0,1,1,0,26,4
ZNF454,AKIRIN1,13,0,0,1,0,0,13
